Available Service Bays,Service_Department,Workshop_Code,Technician_Name,Technicians_Available,ClientID,Client_Age,Gender,Service_Type,Vehicle_Condition,Main_Issue,Previous_Visits,Warranty,Repair_Cost,Stay (in Days)
3,Mecánica,B,Luis,6,10258,56-65,Male,Colisión,Moderada,Transmisión,2,Yes,11432.34,4
4,Mecánica,D,Carlos,12,10259,26-35,Male,Mantenimiento,Moderada,Frenos,3,Yes,2497.88,8
6,Mecánica,E,José,4,10260,18-25,Male,Mantenimiento,Moderada,Motor,10,No,9740.19,8
6,Mecánica,A,María,0,10261,26-35,Female,Diagnóstico,Menor,Eléctrico,0,No,8246.07,2
6,Pintura,B,Luis,4,10262,46-55,Male,Mantenimiento,Menor,Suspensión,9,Yes,7820.25,4
7,Electricidad,A,Carlos,4,10263,46-55,Male,Diagnóstico,Moderada,Motor,10,Yes,7624.44,9
1,Electricidad,C,María,8,10264,46-55,Female,Colisión,Severa,Eléctrico,4,Yes,458.85,15
4,Mecánica,C,Carlos,12,10265,46-55,Female,Reparación,Severa,Motor,1,Yes,7933.84,14
1,Pintura,E,María,5,10266,26-35,Male,Reparación,Moderada,Suspensión,5,No,10980.66,9
6,Pintura,E,Ana,12,10267,46-55,Female,Reparación,Menor,Eléctrico,0,Yes,815.59,3
4,Mecánica,E,María,0,10268,36-45,Male,Reparación,Severa,Transmisión,2,No,855.74,9
3,Mecánica,E,Luis,1,10269,36-45,Female,Mantenimiento,Menor,Transmisión,4,No,1766.95,5
7,Electricidad,C,Ana,11,10270,56-65,Female,Reparación,Menor,,9,Yes,4633.85,2
5,Pintura,B,Sofía,0,10271,66+,Female,Mantenimiento,Severa,Motor,9,No,11064.3,10
4,Mecánica,D,Ana,5,10272,66+,Male,Reparación,Severa,Transmisión,5,Yes,7688.81,9
6,Electricidad,A,Luis,3,10273,26-35,Male,Colisión,Menor,Transmisión,1,Yes,720.55,6
7,Pintura,D,María,6,10274,36-45,Female,Mantenimiento,Moderada,Eléctrico,9,Yes,2077.48,8
1,Diagnóstico,A,Luis,4,10275,18-25,Male,Colisión,Menor,Motor,6,Yes,8824.02,3
2,Diagnóstico,E,José,7,10276,66+,Male,Diagnóstico,Severa,,2,No,2011.68,12
6,Pintura,B,María,11,10277,56-65,Female,Colisión,Menor,Transmisión,3,Yes,738.18,5
8,Pintura,A,Luis,0,10278,46-55,Male,Colisión,Severa,,10,No,2516.15,15
4,Pintura,C,Carlos,7,10279,18-25,Female,Diagnóstico,Menor,Eléctrico,7,No,1229.97,3
7,Pintura,C,María,5,10280,26-35,Female,Mantenimiento,Severa,Transmisión,7,No,3271.3,15
1,Pintura,A,Carlos,10,10281,36-45,Female,Reparación,Moderada,Suspensión,0,No,9848.1,6
8,Pintura,D,Luis,1,10282,46-55,Male,Reparación,Moderada,Frenos,7,Yes,11396.38,6
4,Pintura,B,Carlos,6,10283,18-25,Female,Reparación,Menor,,2,No,3939.03,2
2,Mecánica,D,José,6,10284,56-65,Female,Colisión,Severa,Suspensión,7,Yes,9470.63,13
7,Mecánica,D,Ana,2,10285,56-65,Male,Mantenimiento,Severa,Suspensión,1,No,10429.58,11
7,Diagnóstico,D,Sofía,7,10286,56-65,Female,Mantenimiento,Moderada,Motor,4,No,1854.65,8
7,Mecánica,D,Luis,11,10287,26-35,Male,Diagnóstico,Severa,Transmisión,5,Yes,4153.71,21
5,Diagnóstico,D,Sofía,10,10288,18-25,Male,Reparación,Moderada,Transmisión,7,No,3342.63,8
2,Pintura,D,Ana,6,10289,66+,Female,Colisión,Moderada,Frenos,8,Yes,927.56,9
7,Pintura,E,José,0,10290,26-35,Male,Reparación,Severa,Frenos,3,Yes,5558.92,20
4,Diagnóstico,C,María,8,10291,46-55,Male,Mantenimiento,Moderada,Motor,5,No,7189.42,7
8,Diagnóstico,C,Ana,4,10292,66+,Male,Colisión,Menor,Frenos,6,Yes,2080.45,8
4,Pintura,B,Sofía,3,10293,36-45,Female,Mantenimiento,Severa,,0,No,10951.46,13
3,Mecánica,B,Luis,9,10294,36-45,Female,Diagnóstico,Severa,Eléctrico,5,No,3136.18,25
5,Electricidad,E,Carlos,0,10295,56-65,Female,Colisión,Moderada,Transmisión,10,Yes,5858.6,9
5,Diagnóstico,C,Luis,10,10296,66+,Female,Reparación,Moderada,Motor,8,Yes,10811.29,5
7,Diagnóstico,B,Sofía,0,10297,66+,Female,Colisión,Severa,Transmisión,6,No,4751.06,17
4,Diagnóstico,B,Sofía,8,10298,66+,Female,Colisión,Menor,Suspensión,4,Yes,10111.57,4
3,Diagnóstico,A,María,2,10299,66+,Female,Reparación,Severa,,5,Yes,2783.7,21
5,Electricidad,C,Luis,4,10300,56-65,Female,Diagnóstico,Menor,Frenos,7,Yes,10416.76,4
2,Electricidad,B,José,1,10301,66+,Female,Colisión,Severa,Eléctrico,0,Yes,1777.78,18
6,Electricidad,E,María,2,10302,36-45,Male,Mantenimiento,Menor,Eléctrico,5,Yes,3863.96,3
1,Electricidad,C,Ana,12,10303,26-35,Male,Diagnóstico,Menor,Frenos,2,No,7656.83,5
7,Electricidad,D,Carlos,0,10304,56-65,Male,Colisión,Moderada,Frenos,5,Yes,362.31,9
4,Pintura,C,Luis,2,10305,18-25,Female,Colisión,Menor,Motor,1,Yes,3683.7,3
8,Diagnóstico,D,Sofía,2,10306,36-45,Female,Colisión,Moderada,Motor,2,No,376.63,6
3,Pintura,A,José,8,10307,26-35,Male,Colisión,Menor,,10,Yes,4596.03,2
5,Mecánica,E,Carlos,10,10308,18-25,Male,Mantenimiento,Severa,,1,No,5415.12,22
5,Electricidad,B,Ana,11,10309,66+,Male,Colisión,Menor,Eléctrico,10,Yes,8000.42,3
3,Electricidad,A,José,11,10310,56-65,Male,Colisión,Moderada,Frenos,1,No,2503.96,6
5,Pintura,C,Sofía,6,10311,36-45,Male,Mantenimiento,Menor,Suspensión,7,Yes,8305.22,4
6,Pintura,A,Carlos,10,10312,18-25,Male,Diagnóstico,Moderada,Motor,1,Yes,8724.23,6
5,Pintura,D,Luis,4,10313,46-55,Male,Mantenimiento,Menor,Motor,0,No,4418.54,4
6,Electricidad,A,Carlos,12,10314,18-25,Male,Reparación,Severa,,10,Yes,4044.63,16
5,Mecánica,C,Luis,2,10315,18-25,Female,Diagnóstico,Moderada,Eléctrico,4,No,8325.34,5
7,Pintura,A,Ana,11,10316,66+,Male,Reparación,Moderada,Frenos,6,No,9656.84,7
8,Pintura,E,María,12,10317,36-45,Male,Reparación,Severa,Eléctrico,7,Yes,10667.99,16
1,Mecánica,C,Sofía,5,10318,18-25,Male,Colisión,Moderada,Suspensión,8,Yes,5279.25,11
4,Electricidad,C,Sofía,10,10319,66+,Female,Reparación,Severa,Suspensión,9,Yes,287.99,14
8,Electricidad,B,Carlos,12,10320,46-55,Female,Reparación,Menor,Transmisión,4,Yes,6157.11,2
7,Electricidad,B,Carlos,7,10321,46-55,Female,Mantenimiento,Severa,Eléctrico,7,No,1556.68,12
1,Mecánica,D,María,0,10322,56-65,Male,Mantenimiento,Moderada,Suspensión,9,No,10697.81,4
4,Electricidad,C,Luis,0,10323,26-35,Female,Colisión,Severa,Suspensión,9,No,8642.4,19
8,Mecánica,A,Sofía,3,10324,18-25,Female,Colisión,Moderada,,4,No,8469.84,9
3,Electricidad,B,Sofía,11,10325,66+,Female,Mantenimiento,Menor,Transmisión,9,Yes,2372.39,4
4,Electricidad,B,Sofía,5,10326,18-25,Female,Mantenimiento,Moderada,,10,Yes,9299.92,7
8,Pintura,D,Carlos,8,10327,66+,Male,Diagnóstico,Moderada,Suspensión,7,Yes,8348.04,7
3,Mecánica,D,Sofía,9,10328,56-65,Female,Diagnóstico,Menor,Eléctrico,9,Yes,3392.11,7
5,Electricidad,B,Ana,6,10329,56-65,Female,Colisión,Moderada,,8,Yes,2530.54,8
5,Diagnóstico,B,Sofía,10,10330,26-35,Female,Mantenimiento,Severa,Transmisión,8,No,7056.25,12
7,Diagnóstico,D,Carlos,8,10331,18-25,Male,Diagnóstico,Severa,Motor,0,Yes,2518.84,17
5,Diagnóstico,B,Carlos,11,10332,36-45,Male,Mantenimiento,Menor,Transmisión,7,Yes,7450.89,5
4,Electricidad,B,José,12,10333,66+,Female,Mantenimiento,Severa,Eléctrico,6,No,11486.92,13
6,Mecánica,A,Sofía,4,10334,26-35,Female,Reparación,Severa,,10,No,9098.03,20
4,Pintura,C,María,2,10335,66+,Male,Reparación,Severa,Motor,8,Yes,4619.8,16
5,Diagnóstico,B,Ana,9,10336,36-45,Male,Colisión,Moderada,Eléctrico,2,Yes,1971.39,9
1,Diagnóstico,D,José,8,10337,36-45,Male,Colisión,Moderada,Suspensión,3,Yes,6319.18,11
3,Electricidad,E,José,6,10338,18-25,Female,Reparación,Severa,Motor,10,No,4073.14,17
4,Electricidad,E,Sofía,0,10339,18-25,Female,Diagnóstico,Moderada,Motor,10,Yes,11512.93,7
6,Electricidad,A,María,4,10340,56-65,Female,Mantenimiento,Severa,Suspensión,5,No,5918.64,15
4,Diagnóstico,E,Carlos,1,10341,26-35,Male,Mantenimiento,Moderada,Motor,10,Yes,10399.67,9
2,Pintura,E,Sofía,11,10342,46-55,Male,Reparación,Moderada,Frenos,7,No,598.95,7
1,Pintura,C,José,1,10343,56-65,Male,Colisión,Menor,Eléctrico,6,No,7618.07,4
6,Mecánica,D,Sofía,1,10344,56-65,Male,Mantenimiento,Moderada,,9,Yes,8455.45,8
6,Mecánica,C,Sofía,4,10345,56-65,Male,Colisión,Menor,Eléctrico,6,No,9892.15,3
8,Pintura,E,Ana,2,10346,66+,Female,Colisión,Menor,,2,No,8175.88,4
6,Mecánica,E,José,2,10347,18-25,Male,Mantenimiento,Severa,Suspensión,9,No,6515.25,15
5,Pintura,C,Ana,6,10348,66+,Male,Reparación,Menor,Motor,3,No,2452.77,7
1,Electricidad,E,Carlos,4,10349,66+,Male,Colisión,Menor,Frenos,3,No,11425.75,5
3,Pintura,A,Luis,9,10350,18-25,Male,Colisión,Moderada,Eléctrico,7,No,7453.66,8
3,Diagnóstico,C,María,2,10351,18-25,Female,Reparación,Moderada,Motor,10,No,3428.66,7
3,Diagnóstico,D,María,7,10352,36-45,Female,Diagnóstico,Moderada,Suspensión,1,Yes,7799.79,7
5,Pintura,E,Ana,4,10353,66+,Male,Mantenimiento,Menor,Frenos,8,Yes,9779.81,5
7,Pintura,A,José,4,10354,56-65,Female,Reparación,Severa,Transmisión,6,Yes,10713.53,13
5,Pintura,D,José,8,10355,18-25,Female,Colisión,Severa,Suspensión,0,Yes,10198.58,13
3,Pintura,D,Ana,2,10356,56-65,Male,Diagnóstico,Severa,Transmisión,0,Yes,9173.45,16
2,Diagnóstico,C,Ana,0,10357,66+,Male,Colisión,Menor,Eléctrico,7,No,10596.39,6
6,Mecánica,E,Sofía,4,10358,66+,Female,Reparación,Menor,Eléctrico,10,No,4478.77,6
2,Diagnóstico,D,Ana,8,10359,46-55,Female,Colisión,Severa,Eléctrico,7,Yes,6096.77,17
8,Pintura,B,Carlos,8,10360,66+,Female,Reparación,Menor,Motor,2,Yes,4442.34,8
2,Pintura,D,Luis,11,10361,18-25,Female,Diagnóstico,Severa,Eléctrico,3,Yes,7820.02,19
1,Pintura,A,Ana,9,10362,56-65,Male,Reparación,Moderada,,8,Yes,10705.95,11
1,Pintura,C,Ana,8,10363,46-55,Male,Colisión,Menor,Frenos,3,No,7337.33,5
8,Pintura,B,María,9,10364,26-35,Male,Colisión,Moderada,Motor,10,No,11079.87,7
2,Pintura,D,María,2,10365,18-25,Male,Reparación,Severa,Suspensión,8,No,9944.19,17
2,Pintura,D,José,9,10366,18-25,Male,Mantenimiento,Severa,Eléctrico,10,Yes,10838.52,21
1,Electricidad,E,María,5,10367,18-25,Female,Reparación,Severa,Eléctrico,6,No,7130.22,21
2,Electricidad,B,Luis,7,10368,26-35,Male,Colisión,Severa,Suspensión,8,No,3204.99,13
1,Mecánica,E,Carlos,6,10369,66+,Male,Colisión,Menor,Eléctrico,5,Yes,1984.13,5
5,Diagnóstico,E,María,9,10370,36-45,Female,Diagnóstico,Severa,Motor,6,No,2267.83,23
8,Diagnóstico,C,José,5,10371,66+,Female,Reparación,Severa,,1,Yes,5442.15,12
3,Mecánica,B,José,6,10372,36-45,Male,Reparación,Severa,Eléctrico,10,Yes,9681.78,14
8,Electricidad,A,Carlos,4,10373,26-35,Female,Mantenimiento,Menor,Suspensión,0,No,11178.62,5
5,Mecánica,B,Sofía,7,10374,46-55,Male,Reparación,Moderada,,8,No,2457.75,5
4,Pintura,A,Luis,3,10375,66+,Male,Reparación,Severa,Frenos,4,No,4334.56,23
7,Pintura,E,Carlos,11,10376,66+,Male,Mantenimiento,Moderada,Suspensión,4,No,4267.58,9
4,Pintura,D,María,9,10377,18-25,Female,Reparación,Moderada,Eléctrico,8,Yes,6769.77,8
5,Diagnóstico,A,José,4,10378,56-65,Female,Diagnóstico,Severa,Eléctrico,9,No,9274.11,18
8,Electricidad,E,Carlos,7,10379,18-25,Female,Mantenimiento,Moderada,Eléctrico,10,Yes,8171.42,6
6,Electricidad,C,José,8,10380,18-25,Female,Reparación,Menor,Transmisión,1,No,8133.32,6
2,Pintura,D,Luis,5,10381,26-35,Female,Reparación,Moderada,,10,Yes,6063.14,9
4,Pintura,C,Ana,3,10382,26-35,Male,Colisión,Menor,Motor,1,Yes,11054.23,1
8,Mecánica,E,Carlos,7,10383,36-45,Female,Diagnóstico,Severa,Suspensión,4,No,2317.03,26
5,Electricidad,B,José,2,10384,18-25,Female,Diagnóstico,Severa,Suspensión,0,No,4815.55,18
3,Electricidad,A,Sofía,8,10385,46-55,Female,Mantenimiento,Severa,Frenos,10,Yes,4646.22,17
6,Diagnóstico,E,Luis,2,10386,56-65,Female,Reparación,Menor,Transmisión,7,No,4486.2,7
7,Pintura,D,Sofía,12,10387,36-45,Female,Diagnóstico,Moderada,Transmisión,7,Yes,6921.21,7
4,Mecánica,C,Ana,8,10388,46-55,Female,Reparación,Severa,Motor,2,No,9697.17,13
7,Electricidad,B,Sofía,8,10389,56-65,Female,Diagnóstico,Menor,Transmisión,4,Yes,4871.06,3
3,Mecánica,B,Luis,7,10390,66+,Male,Diagnóstico,Severa,,5,No,4427.4,10
5,Diagnóstico,A,María,1,10391,36-45,Male,Reparación,Severa,Transmisión,5,No,8127.34,22
8,Mecánica,D,José,4,10392,46-55,Male,Reparación,Moderada,,5,No,7630.59,6
7,Mecánica,A,Ana,5,10393,26-35,Female,Colisión,Severa,,4,No,7323.81,17
5,Electricidad,C,Sofía,9,10394,56-65,Female,Diagnóstico,Moderada,Motor,2,Yes,1631.72,6
5,Mecánica,B,Ana,6,10395,18-25,Male,Mantenimiento,Menor,Eléctrico,8,Yes,462.42,5
2,Mecánica,C,José,2,10396,18-25,Female,Colisión,Moderada,Motor,3,No,5401.45,7
3,Pintura,A,Carlos,10,10397,36-45,Female,Diagnóstico,Menor,Eléctrico,8,No,6650.26,2
3,Electricidad,E,María,8,10398,66+,Female,Colisión,Menor,Eléctrico,8,Yes,9685.79,5
5,Diagnóstico,D,Luis,2,10399,36-45,Male,Mantenimiento,Moderada,Suspensión,2,No,3548.13,7
1,Electricidad,D,Luis,0,10400,46-55,Female,Reparación,Severa,Frenos,8,No,2384.57,24
7,Electricidad,B,Ana,11,10401,66+,Female,Diagnóstico,Severa,Motor,4,Yes,5153.54,20
5,Diagnóstico,E,Luis,6,10402,26-35,Male,Reparación,Menor,Motor,4,Yes,7697.18,4
8,Diagnóstico,E,María,3,10403,36-45,Male,Reparación,Severa,Frenos,8,Yes,2353.36,19
5,Diagnóstico,B,Sofía,7,10404,66+,Male,Reparación,Menor,Frenos,2,Yes,5998.92,6
7,Diagnóstico,D,Luis,7,10405,66+,Male,Colisión,Moderada,Frenos,2,Yes,3308.07,7
2,Electricidad,B,Ana,4,10406,46-55,Male,Mantenimiento,Moderada,,3,No,9289.02,9
4,Mecánica,B,María,11,10407,18-25,Male,Diagnóstico,Moderada,Eléctrico,10,No,11244.15,6
1,Mecánica,C,María,10,10408,36-45,Male,Colisión,Menor,Frenos,10,Yes,11683.3,4
7,Diagnóstico,A,Ana,12,10409,36-45,Male,Diagnóstico,Menor,Motor,0,Yes,7035.76,4
8,Pintura,C,Carlos,3,10410,26-35,Female,Mantenimiento,Severa,,9,No,11180.56,18
1,Mecánica,C,Sofía,2,10411,66+,Male,Reparación,Severa,Eléctrico,3,No,11782.86,21
6,Electricidad,B,Carlos,11,10412,46-55,Female,Reparación,Severa,Transmisión,0,No,8523.52,18
5,Electricidad,B,José,2,10413,56-65,Female,Colisión,Severa,,7,No,10431.79,13
3,Mecánica,E,Ana,7,10414,36-45,Female,Colisión,Severa,Eléctrico,0,No,8843.84,15
6,Pintura,C,Sofía,1,10415,66+,Female,Reparación,Menor,Suspensión,10,No,9223.95,2
5,Diagnóstico,D,Sofía,5,10416,18-25,Male,Mantenimiento,Menor,Frenos,2,Yes,10500.89,6
2,Electricidad,B,Carlos,0,10417,56-65,Female,Diagnóstico,Menor,Suspensión,9,No,731.66,2
2,Mecánica,B,Sofía,7,10418,18-25,Female,Mantenimiento,Menor,Transmisión,8,No,9891.01,3
1,Diagnóstico,E,Carlos,11,10419,18-25,Female,Mantenimiento,Severa,Motor,8,Yes,1349.52,16
7,Pintura,B,José,10,10420,26-35,Male,Diagnóstico,Menor,,1,No,8142.74,9
7,Mecánica,B,Ana,8,10421,46-55,Female,Reparación,Severa,Suspensión,9,No,11212.21,24
6,Diagnóstico,D,Sofía,6,10422,66+,Female,Reparación,Moderada,Suspensión,8,Yes,4594.5,5
5,Diagnóstico,D,María,6,10423,18-25,Male,Colisión,Severa,Suspensión,0,Yes,11921.93,13
1,Diagnóstico,B,Ana,5,10424,18-25,Female,Reparación,Moderada,Frenos,0,No,4364.52,7
5,Diagnóstico,E,Ana,3,10425,36-45,Female,Mantenimiento,Menor,Suspensión,6,Yes,8851.05,3
6,Electricidad,B,María,11,10426,66+,Male,Colisión,Severa,Frenos,9,No,1079.96,15
6,Diagnóstico,D,María,1,10427,26-35,Male,Diagnóstico,Menor,Frenos,4,Yes,3933.9,4
3,Diagnóstico,E,Sofía,3,10428,26-35,Male,Diagnóstico,Severa,Eléctrico,9,Yes,2781.71,11
7,Pintura,B,Luis,1,10429,46-55,Male,Diagnóstico,Moderada,Transmisión,1,No,6096.6,9
3,Pintura,D,José,3,10430,46-55,Female,Reparación,Severa,Suspensión,9,Yes,3021.43,11
7,Diagnóstico,E,Carlos,1,10431,66+,Female,Diagnóstico,Moderada,Transmisión,5,Yes,3950.75,6
1,Diagnóstico,B,Luis,9,10432,46-55,Male,Diagnóstico,Severa,Frenos,3,Yes,8271.51,12
2,Mecánica,A,Ana,9,10433,26-35,Female,Mantenimiento,Menor,Transmisión,1,No,5483.23,4
6,Pintura,E,Ana,3,10434,56-65,Female,Diagnóstico,Menor,Suspensión,2,Yes,4612.79,3
1,Diagnóstico,B,Carlos,4,10435,26-35,Female,Mantenimiento,Severa,Eléctrico,10,Yes,939.18,20
5,Diagnóstico,A,Carlos,4,10436,66+,Female,Reparación,Severa,Eléctrico,8,Yes,10860.88,11
2,Pintura,B,José,7,10437,56-65,Male,Mantenimiento,Moderada,Motor,8,No,4102.8,10
3,Mecánica,C,Sofía,5,10438,36-45,Female,Reparación,Moderada,Suspensión,4,Yes,7565.64,6
1,Diagnóstico,B,Ana,5,10439,46-55,Male,Mantenimiento,Moderada,,6,Yes,5095.4,7
3,Electricidad,C,José,5,10440,46-55,Male,Reparación,Severa,,2,Yes,10371.66,13
3,Electricidad,B,Sofía,9,10441,26-35,Female,Mantenimiento,Moderada,Suspensión,8,Yes,2332.0,9
1,Diagnóstico,D,María,4,10442,46-55,Female,Reparación,Menor,Motor,1,Yes,2339.25,6
5,Pintura,E,Ana,3,10443,66+,Male,Colisión,Severa,Frenos,7,Yes,6102.55,19
8,Diagnóstico,B,María,7,10444,46-55,Male,Reparación,Severa,Motor,3,Yes,4991.78,22
5,Electricidad,B,Sofía,10,10445,26-35,Male,Mantenimiento,Menor,Motor,7,No,8301.17,3
4,Electricidad,D,Carlos,9,10446,66+,Female,Colisión,Moderada,Eléctrico,9,Yes,6319.69,10
8,Mecánica,B,José,8,10447,46-55,Male,Diagnóstico,Moderada,Suspensión,10,Yes,2399.73,8
7,Diagnóstico,C,María,2,10448,46-55,Female,Mantenimiento,Moderada,,8,Yes,5643.41,8
8,Mecánica,E,Carlos,2,10449,56-65,Male,Diagnóstico,Severa,Eléctrico,5,No,445.21,19
4,Electricidad,A,Luis,5,10450,66+,Male,Mantenimiento,Moderada,Frenos,1,No,7663.76,7
7,Pintura,D,José,6,10451,18-25,Male,Colisión,Menor,Suspensión,10,Yes,2071.17,2
3,Mecánica,D,Luis,4,10452,66+,Female,Colisión,Menor,,2,Yes,10797.72,4
1,Diagnóstico,A,María,7,10453,46-55,Male,Diagnóstico,Menor,Motor,3,No,5526.8,6
2,Mecánica,B,José,4,10454,56-65,Male,Mantenimiento,Moderada,Motor,2,Yes,7891.33,7
3,Mecánica,E,José,4,10455,36-45,Male,Mantenimiento,Menor,Frenos,6,Yes,2061.82,6
3,Electricidad,E,Luis,0,10456,18-25,Female,Colisión,Moderada,Transmisión,6,Yes,9137.54,9
2,Diagnóstico,D,Ana,1,10457,66+,Female,Colisión,Severa,Suspensión,6,Yes,8395.58,15
1,Mecánica,E,Sofía,10,10458,56-65,Male,Diagnóstico,Severa,,9,No,5210.59,22
5,Diagnóstico,B,José,9,10459,46-55,Female,Diagnóstico,Moderada,Motor,9,Yes,8546.76,6
1,Mecánica,A,María,10,10460,18-25,Male,Diagnóstico,Menor,Eléctrico,0,No,4293.35,4
4,Mecánica,B,Sofía,4,10461,36-45,Male,Colisión,Severa,Transmisión,8,No,9239.34,11
6,Diagnóstico,D,Sofía,9,10462,56-65,Male,Reparación,Menor,Motor,5,No,11079.02,7
8,Mecánica,B,María,2,10463,66+,Female,Colisión,Moderada,Eléctrico,6,Yes,10046.0,7
6,Mecánica,B,José,10,10464,36-45,Female,Mantenimiento,Moderada,Motor,4,Yes,4168.96,7
3,Electricidad,B,José,1,10465,36-45,Female,Mantenimiento,Moderada,Transmisión,6,Yes,6040.1,8
6,Electricidad,C,Ana,8,10466,36-45,Male,Mantenimiento,Menor,Transmisión,0,Yes,10973.24,6
1,Electricidad,E,Ana,3,10467,36-45,Female,Colisión,Moderada,Transmisión,2,Yes,9892.34,7
3,Pintura,A,María,6,10468,66+,Male,Mantenimiento,Severa,Transmisión,0,Yes,4099.48,16
2,Diagnóstico,A,José,12,10469,36-45,Male,Colisión,Menor,Motor,3,No,3428.3,3
8,Mecánica,C,Ana,2,10470,36-45,Male,Mantenimiento,Moderada,Suspensión,8,Yes,2597.94,13
6,Diagnóstico,B,Sofía,12,10471,36-45,Male,Reparación,Moderada,Frenos,4,No,6555.84,8
3,Mecánica,D,Sofía,0,10472,18-25,Female,Mantenimiento,Menor,Frenos,6,No,2270.95,6
8,Diagnóstico,C,Luis,3,10473,66+,Male,Diagnóstico,Severa,Suspensión,2,Yes,9782.28,16
8,Mecánica,D,Luis,10,10474,66+,Female,Diagnóstico,Severa,Motor,3,Yes,10353.99,16
5,Diagnóstico,D,Ana,11,10475,66+,Female,Colisión,Severa,Eléctrico,7,Yes,924.58,15
6,Electricidad,D,Ana,4,10476,36-45,Male,Mantenimiento,Menor,Eléctrico,1,No,6740.38,6
5,Electricidad,D,José,6,10477,26-35,Male,Reparación,Menor,Eléctrico,6,Yes,4187.46,3
7,Electricidad,E,Luis,8,10478,66+,Male,Reparación,Severa,,10,Yes,8911.5,14
8,Mecánica,E,José,7,10479,36-45,Male,Diagnóstico,Severa,Motor,4,No,974.85,16
7,Diagnóstico,D,Sofía,10,10480,18-25,Male,Reparación,Menor,Motor,9,Yes,9121.37,3
3,Electricidad,E,Luis,6,10481,56-65,Female,Reparación,Severa,Motor,10,No,3701.86,14
5,Electricidad,C,Carlos,9,10482,18-25,Female,Reparación,Severa,Transmisión,0,No,10827.75,13
1,Diagnóstico,A,Luis,0,10483,26-35,Female,Diagnóstico,Menor,,5,No,4961.49,3
4,Pintura,D,Ana,3,10484,56-65,Female,Colisión,Moderada,Eléctrico,2,No,11969.85,5
3,Pintura,A,Carlos,10,10485,18-25,Male,Diagnóstico,Severa,,6,Yes,1153.26,10
7,Electricidad,E,María,9,10486,26-35,Female,Diagnóstico,Severa,Suspensión,7,No,4360.39,17
7,Mecánica,E,María,11,10487,26-35,Female,Diagnóstico,Menor,Suspensión,9,No,546.52,7
8,Diagnóstico,A,José,7,10488,66+,Male,Reparación,Menor,,8,No,5659.5,5
2,Pintura,D,Sofía,11,10489,66+,Male,Colisión,Menor,Suspensión,0,No,6490.14,6
8,Electricidad,E,María,9,10490,66+,Female,Diagnóstico,Menor,Transmisión,4,No,2134.97,2
5,Diagnóstico,A,Sofía,7,10491,56-65,Male,Mantenimiento,Severa,,4,Yes,3548.77,13
3,Mecánica,C,Luis,2,10492,56-65,Female,Colisión,Menor,Transmisión,0,Yes,7305.29,7
3,Electricidad,C,Ana,4,10493,66+,Male,Diagnóstico,Severa,Motor,8,Yes,4212.75,17
3,Pintura,D,María,12,10494,46-55,Male,Diagnóstico,Menor,,10,Yes,2648.65,3
6,Mecánica,C,Carlos,0,10495,26-35,Female,Diagnóstico,Severa,Eléctrico,4,No,8991.88,19
4,Electricidad,D,María,4,10496,26-35,Female,Mantenimiento,Severa,Transmisión,7,No,8190.15,16
1,Mecánica,E,Sofía,5,10497,46-55,Female,Colisión,Severa,Transmisión,4,Yes,3175.83,18
7,Electricidad,B,Sofía,10,10498,56-65,Male,Colisión,Severa,,2,No,6639.21,16
1,Mecánica,A,María,1,10499,56-65,Male,Diagnóstico,Severa,Transmisión,3,No,3134.97,19
1,Mecánica,A,José,10,10500,26-35,Male,Mantenimiento,Menor,Frenos,9,Yes,4605.11,4
3,Mecánica,B,Luis,4,10501,46-55,Male,Diagnóstico,Severa,Transmisión,6,No,3199.44,15
5,Mecánica,D,María,5,10502,18-25,Female,Colisión,Menor,Motor,7,Yes,5976.9,8
7,Pintura,D,Carlos,2,10503,56-65,Female,Reparación,Menor,Suspensión,10,Yes,10964.42,8
5,Mecánica,A,Carlos,1,10504,56-65,Female,Diagnóstico,Severa,Frenos,7,Yes,7886.45,22
1,Electricidad,C,Ana,11,10505,36-45,Female,Mantenimiento,Menor,Suspensión,7,No,5317.28,2
2,Pintura,A,María,11,10506,46-55,Male,Colisión,Severa,Transmisión,10,No,4897.29,20
2,Diagnóstico,E,Luis,1,10507,46-55,Female,Reparación,Severa,Motor,8,Yes,11615.03,14
4,Diagnóstico,D,Carlos,10,10508,66+,Female,Diagnóstico,Severa,Frenos,10,No,8863.59,14
1,Pintura,A,Sofía,9,10509,26-35,Female,Diagnóstico,Menor,Frenos,8,No,6071.26,3
1,Mecánica,C,Carlos,5,10510,66+,Male,Diagnóstico,Moderada,Frenos,3,No,11290.06,7
3,Pintura,A,Carlos,11,10511,26-35,Female,Mantenimiento,Severa,Eléctrico,9,Yes,3025.79,9
3,Mecánica,B,Sofía,0,10512,36-45,Male,Diagnóstico,Severa,Suspensión,2,Yes,9840.93,11
2,Electricidad,E,José,3,10513,18-25,Male,Diagnóstico,Menor,Transmisión,10,No,3992.18,2
3,Diagnóstico,B,Carlos,9,10514,26-35,Female,Mantenimiento,Severa,Frenos,4,Yes,9126.97,25
6,Pintura,D,Ana,9,10515,18-25,Male,Mantenimiento,Menor,,9,No,9365.29,5
8,Mecánica,A,Carlos,2,10516,18-25,Female,Diagnóstico,Menor,,7,Yes,2593.0,5
5,Electricidad,D,Ana,2,10517,56-65,Male,Reparación,Severa,,7,Yes,7582.22,19
